Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,N_Src_Pixels_C2,N_Sky_Pixels_C2,N_Src_Pixels_C3,N_Sky_Pixels_C3,N_Src_Pixels_C4,N_Sky_Pixels_C4,N_Src_Pixels_C5,N_Sky_Pixels_C5,N_Src_Pixels_C6,N_Sky_Pixels_C6
GD358-072_cal.fit,72,0,60347.90959,2460347.91,2460347.909,2460347.909,2460347.91,-1,-27.8576641,-24.96875,60,16.7884425,32.47579444,13.97509743,16,37,61,0.141447219,0.364553254,0.389570443,0.114225774,0.265119369,0.163346476,0.000717027,0.001257355,0.001316367,0.000747463,0.001036527,0.000835781,197.2690731,289.9365941,295.9436636,152.8179236,255.776677,195.4417689,1020283.882,1640.684193,2130.727738,1723.632625,2131.227738,2372.867375,144316.3179,804.2477193,693.7862999,208.0126372,1036.114502,179.44262,371.9935524,6370,13.66666643,17.41991653,18.46134304,16.37849003,348.2610364,0.983127275,2252.276952,3111.366947,2252.776952,985.1330534,272578.4489,778.9338878,349.9378486,1567.242432,338.9234963,369.4345397,13.72836704,17.39854083,18.5561767,16.24090496,346.3618435,0.977780885,3796.393355,2634.603752,3796.893355,1461.896248,286039.7947,787.2176484,363.3554142,1586.6427,355.6613066,367.9541329,14.81240385,17.60610716,18.46449794,16.74771638,343.1581958,0.986332889,2267.017854,2585.761093,2267.517854,1510.738907,104595.2438,662.6234584,157.8501976,851.218689,130.0535162,369.3354154,14.49724336,17.47567572,18.47806891,16.47328252,347.450542,0.9840572,391.6218731,697.5389764,392.1218731,3398.961024,213811.4597,740.3372149,288.8027987,1347.582031,265.8527398,368.5608649,13.59959476,17.18440178,18.425484,15.94331957,348.3267294,0.975505413,525.1825389,551.7646197,525.6825389,3544.73538,143258.9348,691.5388313,207.1596392,1046.895142,178.127872,368.7401291,13.54630916,17.15246468,18.46505532,15.83987404,348.678856,0.972819353,804.2477193,6464,804.2477193,6318,804.2477193,6394,804.2477193,6307,804.2477193,6222
GD358-073_cal.fit,73,0,60347.91044,2460347.91,2460347.91,2460347.91,2460347.91,-1,-27.89759059,-25,60,16.7884425,32.47579444,13.66882134,16,37,61,0.139564729,0.361435959,0.389452639,0.114886967,0.264702363,0.165335784,0.000711375,0.001243584,0.001308979,0.000744336,0.001030031,0.000833324,196.1899894,290.640544,297.5240743,154.348311,256.9849654,198.4050663,1026040.443,1640.600996,2130.627614,1721.559826,2131.127614,2374.940174,143199.0561,804.2477193,693.0559908,206.6197508,1019.638367,178.0534189,371.1531534,6227,13.74466565,17.40106648,18.23131366,16.57081929,350.0017394,0.989735042,2252.218307,3109.329942,2252.718307,987.1700584,272394.6795,778.4114262,349.9366406,1619.766113,338.6949977,367.7248913,13.81211062,17.31498518,18.27494104,16.35502932,348.2978601,0.985491333,3796.115314,2632.511745,3796.615314,1463.988255,287591.0607,787.5064831,365.1919913,1684.812744,357.5901477,366.6330542,14.09886323,17.61701489,18.30711018,16.92691961,345.3950191,0.991968158,2266.96794,2583.741433,2267.46794,1512.758567,105731.5025,662.967602,159.482156,873.6453857,131.466338,368.4745258,13.12055398,17.38407553,18.35852991,16.40962115,350.6191043,0.986069082,391.2985854,695.4008891,391.7985854,3401.099111,214750.3932,740.359158,290.0624527,1344.072998,267.0202079,367.4489212,13.61539794,17.15056497,18.27032424,16.03080569,350.9543746,0.981289053,524.8379586,549.7075761,525.3379586,3546.792424,145572.8068,691.2474906,210.5943367,1049.249878,181.0049358,366.6726029,13.6213366,17.07381162,18.15689203,15.99073121,351.0862317,0.982381278,804.2477193,6307,804.2477193,6301,804.2477193,6377,804.2477193,6290,804.2477193,6362
GD358-074_cal.fit,74,0,60347.91127,2460347.911,2460347.911,2460347.91,2460347.911,-1,-27.93709585,-24.96875,60,16.7884425,32.47579444,13.24896048,16,37,61,0.136886284,0.360733265,0.386460652,0.114117339,0.268474505,0.1656084,0.000710841,0.001248253,0.001308498,0.00074715,0.001041913,0.000838444,192.5694006,288.9904382,295.3467739,152.7369451,257.6745302,197.518804,1019672.801,1638.518992,2129.658575,1719.589301,2130.158575,2376.910699,139579.2202,804.2477193,689.2501106,202.5088108,1042.911621,173.5525223,370.2383738,6361,13.0542375,17.33634117,18.37185051,16.30083182,348.7685381,0.983408087,2251.312194,3107.286483,2251.812194,989.2135168,270317.4151,777.3086478,347.7607201,1676.322266,336.1121314,368.0642115,13.43188665,17.25854534,18.47385884,16.04323184,348.2715062,0.97666257,3795.224707,2630.535454,3795.724707,1465.964546,284222.5743,785.6935879,361.7473513,1677.935791,353.4017784,367.2157019,13.91155542,17.45353515,18.34279337,16.56427693,343.9610289,0.98561216,2266.026464,2581.771358,2266.526464,1514.728642,104443.5293,662.0770961,157.7513102,863.7391357,129.8648747,368.8769401,13.15536933,17.26434243,18.31694207,16.2117428,347.2584152,0.981888043,390.5758674,693.3574261,391.0758674,3403.142574,215815.2565,739.8888777,291.6860396,1425.997192,268.3442567,366.0866996,13.17311016,17.06041131,18.31768846,15.80313415,349.0708684,0.975051657,524.1860946,547.6375702,524.6860946,3548.86243,144874.0256,690.9701194,209.6675696,1107.258301,180.1360726,366.3306816,12.76760381,17.07658217,18.42278747,15.73037686,351.3331905,0.973055564,804.2477193,6298,804.2477193,6303,804.2477193,6421,804.2477193,6379,804.2477193,6257
GD358-075_cal.fit,75,0,60347.91211,2460347.912,2460347.912,2460347.911,2460347.912,-1,-27.97672504,-24.96875,60,16.7884425,32.47579444,13.42097289,16,37,61,0.134529711,0.361237908,0.386673741,0.114559673,0.26806396,0.164950831,0.000711265,0.001254603,0.001313914,0.00075087,0.001046739,0.000840708,189.1413873,287.9301311,294.2915561,152.5693439,256.0943597,196.2046736,1010932.529,1631.40891,2129.147236,1717.228531,2129.647236,2379.271469,136000.4612,804.2477193,684.7276447,198.6197904,972.9404297,169.1027005,368.1011955,6482,14.01754092,17.5259368,18.47499472,16.57687888,350.4305981,0.986934474,2250.741508,3104.922057,2251.241508,991.5779435,268275.7727,773.9486885,346.6325051,1589.017944,333.5735573,364.8486364,13.18751757,17.39697236,18.23263662,16.56130811,344.338814,0.98741079,3794.804715,2628.221894,3795.304715,1468.278106,281898.3668,781.639709,360.6500074,1588.488037,350.5118635,363.4273757,13.79582321,17.65820517,18.27092561,17.04548472,343.7065428,0.99323249,2265.493843,2579.346774,2265.993843,1517.153226,103908.3886,659.2518036,157.6156303,878.3465576,129.1994818,365.425373,13.02072253,17.42252889,18.12436751,16.72069028,345.8050292,0.991640064,389.8151205,691.0101421,390.3151205,3405.489858,213707.3407,737.715836,289.6878856,1403.672485,265.7232785,363.5713395,13.16113173,17.24899171,18.34596837,16.15201505,350.2038586,0.981918895,523.3179438,545.3458612,523.8179438,3551.154139,143142.6602,687.5319848,208.1978197,1048.716064,177.9832964,363.8537339,13.34310141,17.1709679,18.23039226,16.11154354,349.2308105,0.98253439,804.2477193,6341,804.2477193,6405,804.2477193,6434,804.2477193,6182,804.2477193,6386
GD358-076_cal.fit,76,0,60347.91295,2460347.913,2460347.913,2460347.912,2460347.913,-1,-28.01703019,-25,60,16.7884425,32.47579444,13.61397529,16,37,61,0.132117226,0.359467223,0.390546649,0.115283567,0.266885679,0.163729911,0.000699087,0.001234926,0.001307299,0.000741587,0.001030507,0.000827017,188.9852522,291.0839436,298.7431168,155.4551386,258.9848956,197.9764017,1026776.293,1635.731223,2128.080123,1714.921148,2128.580123,2381.578852,135654.8358,804.2477193,684.502254,198.1802617,1025.276733,168.6729506,367.1948875,6334,13.62573427,17.50419904,18.40876469,16.59963338,351.1255866,0.988286179,2249.997953,3102.709423,2250.497953,993.7905773,271497.8458,775.8925895,349.916792,1661.677734,337.5798766,365.0346432,13.87037496,17.32158543,18.27027208,16.37289877,344.572863,0.983816444,3793.926288,2625.81578,3794.426288,1470.68422,288378.704,786.1112968,366.842081,1639.551025,358.5695018,363.1074558,13.730674,17.51008209,18.21166301,16.80850118,342.8233839,0.990608533,2264.675854,2577.10526,2265.175854,1519.39474,106134.8313,660.5817628,160.6687276,880.1815796,131.9678362,364.9235747,13.54701552,17.32298595,18.23433448,16.41163741,346.910746,0.986329402,388.9965068,688.7454274,389.4965068,3407.754573,216303.5643,738.8210614,292.7685411,1407.330566,268.9514177,362.9849142,13.57481788,17.14849776,18.31776075,15.97923478,348.8986253,0.978505872,522.5432212,543.0407651,523.0432212,3553.459235,144461.3475,688.0490732,209.957913,1080.580078,179.6229495,362.6421946,13.33523511,16.98332481,18.13981221,15.82683742,351.3680625,0.979847984,804.2477193,6406,804.2477193,6265,804.2477193,6437,804.2477193,6253,804.2477193,6302
GD358-077_cal.fit,77,0,60347.91378,2460347.914,2460347.913,2460347.913,2460347.914,-1,-28.05690608,-24.96875,60,16.7884425,32.47579444,12.39308918,16,37,61,0.131273385,0.362022448,0.389064886,0.114911365,0.266298249,0.16380121,0.000697844,0.001240537,0.001303776,0.000740528,0.001028777,0.000826681,188.1127409,291.8272605,298.4139955,155.1748463,258.8494288,198.1431389,1027308.213,1636.079952,2125.702192,1712.770059,2126.202192,2383.729941,134858.2271,804.2477193,683.9732397,197.1688645,1105.571533,167.6824488,367.4767528,6365,11.99932496,16.96397761,18.0048182,15.92313702,345.8715353,0.980737098,2247.207567,3100.514289,2247.707567,995.9857107,273056.1705,777.0529714,351.3996865,1844.72876,339.5174944,364.8735793,12.60262384,16.8504061,18.24604792,15.45476429,346.0111295,0.965294382,3791.226174,2623.679137,3791.726174,1472.820863,287740.0159,786.2078246,365.984676,1914.314819,357.7753583,363.6656968,12.68338089,17.19507171,18.19502729,16.19511612,343.0068224,0.980456919,2261.997267,2574.987907,2262.497267,1521.512093,105882.3086,660.3046428,160.3537242,943.0003052,131.65385,365.296253,12.3717195,16.85996891,18.07120407,15.64873376,344.8670601,0.972608844,386.3137817,686.619517,386.8137817,3409.880483,216039.4506,738.5385598,292.5229127,1532.118896,268.6230193,362.9479893,12.61003954,16.65418201,18.16067005,15.14769397,348.114432,0.961552359,519.9458089,541.0117999,520.4458089,3555.4882,144590.2672,688.0277041,210.1518097,1191.964478,179.783248,362.6814793,12.09144635,16.58619239,18.21179497,14.96058981,350.0840742,0.957401289,804.2477193,6339,804.2477193,6218,804.2477193,6517,804.2477193,6273,804.2477193,6335
GD358-078_cal.fit,78,0,60347.91462,2460347.915,2460347.914,2460347.914,2460347.915,-1,-28.09690303,-24.96875,60,16.7884425,32.47579444,12.9185054,16,37,61,0.130237457,0.36220885,0.388639219,0.113197988,0.267572209,0.164759636,0.000705811,0.001255557,0.001317414,0.000748818,0.0010432,0.000837904,184.5218012,288.4845973,295.0016893,151.1689396,256.4917092,196.633094,1016140.034,1637.577619,2124.725428,1710.669018,2125.225428,2385.830982,132339.4938,804.2477193,684.7580776,193.2645968,1065.90332,164.550661,370.5625285,6233,12.63151422,17.15104515,18.04806067,16.25402963,345.1531714,0.985579509,2246.122225,3098.326258,2246.622225,998.1737423,270189.7826,777.6249226,347.4551481,1722.059326,335.9534334,368.2715828,13.11338008,17.1450316,18.21926834,16.07079485,345.0486831,0.9792667,3790.21519,2621.517846,3790.71519,1474.982154,284387.6681,785.8594705,361.8810725,1748.994629,353.6070557,367.4788924,12.90741616,17.41743946,18.1358042,16.69907472,341.3651899,0.989292131,2261.037903,2572.722778,2261.537903,1523.777222,103328.4361,662.1698135,156.0452229,925.1716919,128.4783701,368.8153754,12.96723074,17.13637118,18.10321874,16.16952363,340.6780943,0.979259101,385.1743297,684.4375781,385.6743297,3412.062422,214497.3137,739.2472109,290.1564058,1454.220093,266.7055293,365.6687964,13.00836715,16.96679864,18.19860735,15.73498992,348.1177651,0.975091979,519.0130946,538.6810598,519.5130946,3557.81894,143736.8334,688.7884496,208.6806674,1166.624023,178.7220901,364.726765,12.88312407,16.86409584,18.06553417,15.66265752,347.6046224,0.975615384,804.2477193,6227,804.2477193,6327,804.2477193,6205,804.2477193,6253,804.2477193,6327
GD358-079_cal.fit,79,0,60347.91546,2460347.915,2460347.915,2460347.915,2460347.915,-1,-28.13757816,-24.96875,60,16.7884425,32.47579444,12.9699035,16,37,61,0.130622406,0.35963632,0.390248986,0.114991491,0.265189843,0.165568356,0.000703427,0.001243155,0.001315651,0.000747884,0.001033064,0.000835789,185.6944065,289.2931121,296.6205468,153.7556871,256.7021727,198.0981736,1021940.411,1639.096817,2123.584939,1707.269354,2124.084939,2389.230646,133488.3149,804.2477193,686.2360863,194.5224357,1046.575928,165.9791029,371.1996372,6185,12.3881389,17.04935138,18.12828352,15.97041923,348.4370898,0.981210251,2245.219135,3095.039973,2245.719135,1001.460027,270312.6441,776.9675478,347.9072515,1684.85376,336.1061991,367.9689309,13.57842006,17.08725823,18.31173267,15.86278379,346.2925661,0.974198957,3788.876037,2618.282228,3789.376037,1478.217772,286863.1539,787.8160474,364.1245375,1776.273804,356.6850698,367.9667987,13.14205479,17.34172756,18.2226377,16.46081741,345.1982596,0.986416991,2259.829998,2569.604344,2260.329998,1526.895656,105394.9309,663.448622,158.8592205,898.8421021,131.0478456,369.6865559,12.73427815,17.12855806,18.23382011,16.02329601,345.9573917,0.97877938,384.0880507,681.0971465,384.5880507,3415.402854,214203.5982,738.739831,289.9581005,1441.409424,266.3403241,365.4507197,13.08520289,16.91917079,18.36369667,15.47464491,349.7829434,0.967273775,517.7631262,535.4088324,518.2631262,3561.091168,145166.0836,690.2210299,210.3182565,1111.743652,180.499217,365.0146537,12.89132622,16.89315297,18.27159271,15.51471323,351.6841912,0.971373405,804.2477193,6372,804.2477193,6300,804.2477193,6398,804.2477193,6296,804.2477193,6279
GD358-080_cal.fit,80,0,60347.9163,2460347.916,2460347.916,2460347.915,2460347.916,-1,-28.17781609,-25,60,16.7884425,32.47579444,12.92089274,16,37,61,0.132814135,0.364356042,0.38735878,0.113490698,0.266736859,0.164479444,0.00070729,0.001257342,0.001310848,0.000746517,0.001038514,0.00083517,187.7789306,289.7826978,295.502349,152.026918,256.8448087,196.9412793,1017332.475,1634.918672,2122.242991,1705.605371,2122.742991,2390.894629,135116.1329,804.2477193,686.0034851,196.9612922,1070.21875,168.0031285,368.4311528,6095,12.80235227,17.05301829,18.10068351,16.00535308,345.7752587,0.980617136,2243.794382,3093.284517,2244.294382,1003.215483,271682.1872,777.4054159,349.4729798,1719.836548,337.8090863,366.4599952,13.20523072,17.11920201,18.31563428,15.92276974,343.9693392,0.973061239,3787.870179,2616.433553,3788.370179,1480.066447,284045.2464,784.3467116,362.1424584,1733.691162,353.1812892,365.0663081,13.13117648,17.32404899,18.21735977,16.43073822,342.0556616,0.983881636,2258.605497,2567.657385,2259.105497,1528.842615,103689.9298,660.5940864,156.9646654,939.1621704,128.9278505,367.5358053,12.42109263,17.00890111,18.10931311,15.9084891,345.7862738,0.978531738,383.0869084,679.6280758,383.5869084,3416.871924,214219.7622,737.6776421,290.397526,1531.28418,266.3604224,362.8642802,13.39707254,16.8605691,18.34156356,15.37957464,348.9718037,0.964619764,516.7020085,533.8222638,517.2020085,3562.677736,143695.349,687.6389076,208.9691951,1124.213135,178.6705086,362.3772379,12.56843183,16.77170609,18.07631115,15.46710103,348.5584913,0.971827778,804.2477193,6258,804.2477193,6301,804.2477193,6420,804.2477193,6170,804.2477193,6228
GD358-081_cal.fit,81,0,60347.91713,2460347.917,2460347.917,2460347.916,2460347.917,-1,-28.21817223,-25,60,16.7884425,32.47579444,12.94993802,16,37,61,0.142733286,0.359908086,0.390997123,0.114644726,0.266409182,0.164189902,0.0007131,0.001237799,0.001311018,0.000742625,0.001030288,0.000828223,200.1587399,290.7645026,298.2392376,154.3775906,258.5774938,198.2436352,1024839.9,1635.131847,2121.465721,1703.149382,2121.965721,2393.350618,146278.7663,804.2477193,692.5452694,211.2190679,1122.309326,181.8827244,367.5488669,6312,12.70176082,17.13481481,18.12830036,16.14132926,347.5083771,0.983743038,2243.146638,3090.872877,2243.646638,1005.627123,271230.2181,775.7377279,349.6416487,1732.653442,337.2471088,365.223247,13.33588613,17.0692082,18.16218978,15.97622662,345.2711237,0.978543975,3787.16655,2614.129848,3787.66655,1482.370152,288073.5309,786.6733108,366.1920735,1744.23291,358.1900501,364.896024,13.03359271,17.31089435,18.12114246,16.50064625,340.4355584,0.98550104,2257.966205,2565.350882,2258.466205,1531.149118,105408.016,660.9138658,159.4882804,926.4651489,131.0641155,365.700753,12.85552504,17.11683407,18.20635643,16.02731171,344.4584901,0.978082066,382.2060979,677.0372889,382.7060979,3419.462711,215591.2662,737.5663803,292.3008314,1502.28894,268.0657477,362.3982821,13.24835626,16.86645829,18.22359687,15.50931972,349.6256271,0.97076527,515.8609956,531.355435,516.3609956,3565.144565,144536.8688,687.1833337,210.3323257,1097.779907,179.7168525,361.9426906,12.52450716,16.90682892,18.18342603,15.63023182,350.4148693,0.97472692,804.2477193,6431,804.2477193,6338,804.2477193,6357,804.2477193,6356,804.2477193,6411
GD358-082_cal.fit,82,0,60347.91797,2460347.918,2460347.918,2460347.917,2460347.918,-1,-28.25920857,-24.96875,60,16.7884425,32.47579444,13.15046957,16,37,61,0.142970352,0.362285951,0.385683287,0.114722156,0.265044074,0.167265294,0.00071802,0.001250841,0.001305546,0.000747988,0.001033639,0.000839232,199.1176153,289.6338979,295.4191912,153.374332,256.4184168,199.3074679,1019454.276,1636.415083,2119.996657,1700.689801,2120.496657,2395.810199,145751.7364,804.2477193,693.5920445,210.1404386,1109.297119,181.2274165,368.970057,6199,12.97739825,17.23772303,18.2448466,16.23059946,346.8384195,0.983119241,2241.770241,3088.384348,2242.270241,1008.115652,271113.3894,777.1774265,348.8436233,1680.040283,337.1018442,367.5095404,13.28364908,17.25259251,18.37678083,16.12840419,344.1200105,0.97670594,3785.756221,2611.568138,3786.256221,1484.931862,283749.1653,784.7442832,361.5816916,1697.545654,352.8131427,366.478477,13.28964525,17.46127124,18.21709443,16.70544805,340.4207836,0.987581531,2256.541489,2562.833164,2257.041489,1533.666836,104917.6169,662.169503,158.4452567,896.2439575,130.4543542,368.0496902,12.89558408,17.28628288,18.18909013,16.38347563,343.7166217,0.984721946,380.6386268,674.518016,381.1386268,3421.981984,213589.645,737.5230347,289.6040327,1435.221558,265.5769359,364.4530587,13.02971227,16.95191896,18.30912284,15.59471509,350.5021143,0.971686053,514.1940088,528.8254974,514.6940088,3567.674503,146084.4591,689.6501318,211.8240138,1152.906616,181.6411232,363.5571497,13.42682849,16.8702605,18.25073831,15.48978269,351.0678601,0.970825722,804.2477193,6382,804.2477193,6362,804.2477193,6353,804.2477193,6343,804.2477193,6344
GD358-083_cal.fit,83,0,60347.91881,2460347.919,2460347.918,2460347.918,2460347.919,-1,-28.29979983,-24.96875,60,16.7884425,32.47579444,12.81107301,16,37,61,0.138741546,0.364143127,0.385883309,0.113378391,0.265644147,0.166726536,0.00071895,0.001265237,0.001316723,0.000751812,0.00104393,0.00084583,192.9780241,287.8061881,293.0634264,150.8069162,254.465443,197.1158539,1008910.564,1633.061803,2119.227423,1698.572266,2119.727423,2397.927734,139977.8111,804.2477193,689.0617492,203.1426229,1107.691406,174.0481294,369.7389659,6396,12.63914094,17.26376714,18.26396599,16.26356828,345.8125571,0.982772321,2240.904046,3086.164974,2241.404046,1010.335026,269317.6695,775.7697789,347.1618473,1716.298828,334.8690497,367.1941781,12.88714388,17.02832755,18.10566746,15.95098764,344.4471563,0.978333679,3785.178088,2609.436081,3785.678088,1487.063919,280919.5724,782.9471367,358.7976241,1767.617188,349.2948325,365.9688096,12.56109686,17.30649553,18.16843956,16.44455149,341.6861789,0.98467058,2255.70369,2560.629058,2256.20369,1535.870942,102740.1444,659.8814769,155.6948451,949.2592163,127.7468893,367.9248735,12.88961201,17.09335108,18.16799315,16.01870902,343.8546685,0.97804998,379.8181207,672.2705369,380.3181207,3424.229463,211758.7214,736.6167016,287.4747761,1470.825684,263.3003691,364.9602387,13.06373314,16.83791551,18.1497023,15.52612871,348.7860493,0.971928133,513.4208296,526.5069365,513.9208296,3569.993063,144174.4561,688.4897634,209.4068261,1161.789307,179.2662294,363.9646387,12.82571127,16.82330006,18.16329199,15.48330812,348.7459271,0.970639105,804.2477193,6400,804.2477193,6282,804.2477193,6480,804.2477193,6337,804.2477193,6354
GD358-084_cal.fit,84,0,60347.91964,2460347.92,2460347.919,2460347.919,2460347.92,-1,-28.34050643,-25,60,16.7884425,32.47579444,13.49639221,16,37,61,0.136242606,0.361123411,0.388478361,0.113158192,0.266498033,0.166621333,0.000710157,0.001250153,0.001314486,0.00074662,0.001038141,0.000839865,191.8484829,288.8633661,295.5362462,151.5605438,256.7070735,198.3905895,1014945.347,1631.956054,2119.371935,1696.179306,2119.871935,2400.320694,138278.7995,804.2477193,685.6199513,201.6843285,1049.221436,171.9355818,367.0146777,6495,13.60029052,17.45699432,18.48011055,16.43387808,348.3797663,0.983837934,2241.038948,3083.887601,2241.538948,1012.612399,269277.9531,774.5380996,347.6626304,1663.549438,334.8196664,364.6069818,13.66825504,17.435989,18.61586155,16.25611644,348.5837683,0.978633032,3785.187916,2607.1993,3785.687916,1489.3007,283968.6347,783.5678204,362.4046666,1658.119385,353.0860305,363.9929795,13.52523703,17.53480082,18.35131928,16.71828237,342.5233351,0.987144619,2255.819843,2558.23154,2256.319843,1538.26846,103174.3569,659.4558945,156.4537641,887.7407837,128.2867883,365.7288052,13.00329845,17.29993538,18.35046202,16.24940874,349.5010932,0.983201442,380.2804275,669.9630985,380.7804275,3426.536902,213566.0152,735.8230223,290.2410073,1396.271973,265.5475547,361.8942427,13.78749072,17.19751429,18.56990504,15.82512354,349.7089235,0.971301334,513.6756317,524.2858023,514.1756317,3572.214198,144958.387,687.8046012,210.7551865,1069.052124,180.2409674,361.5340265,13.39378148,17.10509686,18.46525283,15.74494088,349.4761701,0.971326169,804.2477193,6319,804.2477193,6330,804.2477193,6309,804.2477193,6371,804.2477193,6273
GD358-086_cal.fit,85,0,60347.92132,2460347.921,2460347.921,2460347.92,2460347.921,-1,-28.42283096,-24.96875,60,16.7884425,32.47579444,13.16321793,16,37,61,0.133200245,0.360544666,0.386679931,0.115622041,0.266350906,0.165743232,0.000716762,0.001263507,0.00132577,0.00076049,0.001051158,0.000848612,185.8360339,285.3524242,291.6644482,152.0362917,253.3880496,195.3108814,1003260.44,1632.895231,2117.172563,1691.403965,2117.672563,2405.096035,133634.5361,804.2477193,685.4170001,194.9682252,1045.397461,166.1609139,370.6476165,6310,12.76052435,17.36471082,18.49887298,16.23054866,348.5866426,0.980083402,2238.747005,3079.056384,2239.247005,1017.443616,265864.2598,774.1993092,343.4054469,1698.25647,330.575087,368.1199418,12.87850545,17.23269187,18.31145635,16.15392738,344.9321909,0.97920596,3782.772207,2602.298022,3783.272207,1494.201978,279762.2358,782.9658892,357.3108863,1682.358398,347.8558025,367.0300307,13.42699673,17.50309228,18.26529057,16.740894,340.5771264,0.987542606,2253.384691,2553.523078,2253.884691,1542.976922,103976.9882,661.7574626,157.122502,871.1572876,129.2847785,368.5638706,13.40858013,17.32755353,18.30075933,16.35434774,347.5932144,0.984780672,377.5687587,665.1770159,378.0687587,3431.322984,211015.2294,736.7962272,286.3956432,1393.526367,262.3759127,365.1364357,13.12366722,17.02184432,18.28795675,15.75573189,347.3444588,0.973216814,511.3160149,519.4328016,511.8160149,3577.067198,142641.7271,687.848138,207.3738652,1144.4198,177.3604371,364.1136007,13.38103372,16.95218447,18.341272,15.56309694,349.9213441,0.96992848,804.2477193,6369,804.2477193,6245,804.2477193,6365,804.2477193,6196,804.2477193,6267
GD358-087_cal.fit,86,0,60347.92215,2460347.922,2460347.922,2460347.921,2460347.922,-1,-28.46387921,-24.96875,60,16.7884425,32.47579444,12.62139793,16,37,61,0.133780689,0.361218113,0.389934319,0.113807217,0.265920289,0.165304469,0.000711376,0.001254674,0.001322612,0.000750753,0.001040926,0.000840228,188.0590518,287.8980083,294.8213439,151.5908348,255.4650905,196.7376113,1015568.838,1638.841215,2116.741626,1689.298759,2117.241626,2407.201241,135863.499,804.2477193,688.3802135,197.3669439,1069.323853,168.9324019,372.2816063,6251,12.46203902,17.21930997,18.3756106,16.06300935,349.1680289,0.979303858,2238.366412,3077.00271,2238.866412,1019.49729,269495.2818,777.6282713,346.5605505,1758.386719,335.0898925,369.3653359,13.39857429,17.1042248,18.30982495,15.89862464,344.6695332,0.973407689,3782.243412,2600.241261,3782.743412,1496.258739,284909.2491,787.2409258,361.9085845,1813.286865,354.2555885,368.7412057,12.53394639,17.34888469,18.26724628,16.43052309,345.3241432,0.985329252,2253.141856,2551.499138,2253.641856,1545.000862,103769.3613,662.9441889,156.5280502,919.2894287,129.0266155,370.6587628,11.93585829,17.06832185,18.22028893,15.91635477,344.4472799,0.975371259,377.1245028,663.1184503,377.6245028,3433.38155,213331.2507,738.9392598,288.699305,1491.877441,265.2556489,367.3689642,12.7178855,16.87852482,18.27700191,15.48004774,348.1757,0.967719025,510.803164,517.4474711,511.303164,3579.052529,144063.695,689.7972875,208.8493209,1144.704834,179.1285093,366.771045,12.68008408,16.75326417,18.18688181,15.31964652,349.0356928,0.966455414,804.2477193,6275,804.2477193,6243,804.2477193,6385,804.2477193,6393,804.2477193,6463
