 ---------------------------------------------------------
 --        Results of the Monte Carlo Simulation        --
 ---------------------------------------------------------

 Monte Carlo Processes (total):  10000
      (successfully completed):  9963

 Zeropoint:	0.0006622612060
 Uncertainty:	0.001117268329

 Nr.	Freq. sigma	Ampl. sigma	Pha. sigma
 ---------------------------------------------------------
 F1	fixed		0.001580473399	0.006416365731
 F2	fixed		0.001538555041	0.02603201627
 F3	fixed		0.00157663175	0.02692818135
 F4	fixed		0.001532554837	0.03690877265
 F5	fixed		0.001548340241	0.04174906119



 Results for each process:
 -------------------------

 Proc#	Zeropoint	F1: Amplitude	F1: Phase	F2: Amplitude	F2: Phase	F3: Amplitude	F3: Phase	F4: Amplitude	F4: Phase	F5: Amplitude	F5: Phase	
 58	0.00158248303244352	0.0373274383928920	0.576567531894307	0.0109426377582115	0.0824656224397105	0.0108482018904543	0.858084416031641	0.00284897094098345	0.658427230863018	0.00829299588599206	0.986808072759898
 59	0.00268783331898037	0.0377317664532145	0.588824721069707	0.00751392702795640	0.0756703530646592	0.00402235162298202	0.839996062004238	0.00717657644566983	0.562369856159990	0.00827558649944447	1.10656330936865
 60	-0.00161792855883491	0.0382028407690177	0.573033882847123	0.00958365484443864	0.0862980993125739	0.0112688513568007	0.807826606524925	0.00770668854069718	0.546798303817759	0.00523732119393853	0.975902303948105
 61	-0.00156846502553972	0.0371231417863280	0.581060961771215	0.00848425232197764	0.117038778097276	0.00783712757836777	0.862569211262146	0.00575912953379208	0.581978912679746	0.00801808604708083	0.966582797453270
 62	0.00183763587852428	0.0357019733678855	0.563742212883426	0.00471047050482119	0.101477458266820	0.0120370662723833	0.806037047252823	0.00499682785619493	0.589492108500125	0.00455194348068461	1.06066208348740
 63	0.00186238100006433	0.0381199912427211	0.578944444857920	0.0104661839402748	0.0470927437083248	0.00728659490271647	0.801292796029597	0.00887375204812927	0.523521615128129	0.00672169507013539	1.05003265748878
 64	0.000830994755873795	0.0367430936181411	0.563945071613661	0.00991439157360028	0.00858728632380517	0.00870924832331017	0.810053846813146	0.00773799484489008	0.592773051087349	0.00801702444845832	1.02325866545752
 65	0.00264327099874711	0.0404832595854339	0.572680369207288	0.0122746798104862	0.0822487799914362	0.0112793151536274	0.817268491535257	0.00788458307604677	0.534330336752781	0.00494353838411463	1.07434160646095
 66	0.000499510039058478	0.0357395827873052	0.573716011523311	0.00709423455725744	0.0967636975808550	0.0107581469459420	0.777941254918459	0.00786895025999420	0.556637982767696	0.00668999321440477	1.04476507555907
 67	0.00135391931673185	0.0384968187393514	0.584820376762687	0.00672680537069606	0.0811060123792320	0.00770472989189065	0.806581543389093	0.00734528623363608	0.593229152942534	0.00398823850256024	1.07847471009563
 68	0.00201453913955969	0.0371098006956238	0.574800805388222	0.00877795118582056	0.0681313478632919	0.00857463790111926	0.814282543267482	0.00537421955217686	0.514617962549554	0.00477096880408054	1.02947372265418
 69	6.51252966882796e-05	0.0388675562486974	0.569954888065549	0.00710132514791791	0.00303446295444187	0.00791620108884234	0.799988807021424	0.00879431276429754	0.549802986609121	0.00298645573910848	1.17229849894432
 70	-0.000333087694536062	0.0403578220663063	0.587496810446419	0.00902313748257424	0.0963851207124331	0.00873385851772249	0.815634370807942	0.00595969100875623	0.554011024169062	0.00790428196673081	1.00331726864545
 71	0.000750857221313017	0.0365645609543107	0.578163483356268	0.00961690625652093	0.0598413831390943	0.0101008010399106	0.837885652889560	0.00664070991819922	0.601626938820931	0.00456700231942981	1.03567847838091
 72	-0.000174392660185743	0.0400519048067684	0.579893585139198	0.0108536457232626	0.117570548158156	0.0112184731768081	0.745410788861611	0.00636355105864959	0.587770729495523	0.00437464007044183	1.24261332528209
 73	0.00235896812399677	0.0364861661234993	0.584798841336819	0.00925287069944514	0.0818661788854940	0.00928721255259264	0.788186667782328	0.00815971785706568	0.589703167111585	0.00769423500318809	1.03283536469158
 74	0.00244105219872620	0.0391658600110353	0.578791300675062	0.00924776082115421	0.0576446068024499	0.0103808366640311	0.827127358146887	0.00864348803146821	0.570556368639791	0.00388756430420166	0.998432988373260
 75	0.000331890002222560	0.0356770097853958	0.588579961586824	0.00640127818708849	0.100800955468693	0.0109199583104960	0.824109014444491	0.00738922041085121	0.556286091645901	0.00699404977050513	1.06586544297526
 76	0.00134722611629047	0.0386601979121509	0.587064014473188	0.0106941027591312	0.101984547015255	0.00834785497407840	0.820831798588149	0.00691287425687319	0.515518907469378	0.00764625891958550	1.06680903795481
 77	-0.00189201293287388	0.0389790272422495	0.587965368465535	0.0101236528680302	0.0591151958338956	0.00972808610778652	0.799848313882562	0.00833004735379732	0.553514005149545	0.00449804706217324	1.06228766017849
 78	0.000420997294964955	0.0397446456168868	0.589452788044276	0.0137769452551303	0.0638711931969063	0.0101603807680760	0.851874958561706	0.00898911088896886	0.529225992537630	0.00567971960061998	1.05266038648103
 79	-0.000581767681781489	0.0388141067885848	0.585944231166113	0.0111624021437735	0.0787242289301071	0.00949081740374082	0.840464917821535	0.00975303728882113	0.583694472353863	0.00750599230760892	1.04051101399285
 80	-0.000358216085379439	0.0390804159049383	0.584563825250417	0.00805665480464208	0.0828751119829580	0.0134325250572161	0.829741800929628	0.00806454467616757	0.569305672137795	0.00747936713237679	1.05337591260058
 81	-0.000610200114109132	0.0389504299570442	0.582376791644665	0.0101494350885753	0.0830342533513109	0.00937965452390634	0.828988482629762	0.00468432043307507	0.506487975730221	0.00701418311460183	1.06337015602187
 82	0.00145786984780765	0.0385028935523610	0.585315040362593	0.00932260045815591	0.0952527562531027	0.0110125564575031	0.809196027972488	0.00497065786052201	0.579083127649709	0.00664021954871934	0.981375242678512
 83	0.000550613923884415	0.0384508035932710	0.577830698367960	0.00863914808805257	0.0731351839085663	0.0102031721440431	0.815940061267753	0.00579551884561790	0.631201067660359	0.00811386926319073	0.985405270108420
 84	0.00184107331785086	0.0392074119586451	0.577255934570542	0.0100905408876246	0.0671707555937870	0.00949408754928114	0.831244426001392	0.00674956461759086	0.471897990679963	0.00547824035566639	1.12625044008162
 85	0.00335613300420852	0.0366709690820008	0.571809052181030	0.00885405767689088	0.0203846851496203	0.0104189347863434	0.785162086791259	0.00675684312449413	0.569783384137579	0.00635943140266899	1.08254973341797
 86	0.00155734117742579	0.0401332736135903	0.575656641188514	0.00872999270449905	0.109940538905966	0.00813676285379455	0.895332070787537	0.00954852406457717	0.612635174683583	0.00513087131752532	1.06408496688266
 87	-0.000321152955660692	0.0385053204037185	0.577865547874597	0.0107509639850465	0.0971654802986683	0.00834822727367937	0.827728063365604	0.00563854688343402	0.609123525417498	0.00575275080696511	1.05684720614615
 88	-0.000161813649172169	0.0375530863814066	0.578429281521401	0.0121645142468804	0.0961283904202905	0.0102247474522458	0.809379998124012	0.00645118323511301	0.629830479087267	0.00887828989011279	1.06230153205847
 89	-0.000776651373445874	0.0370452051417282	0.583911484439110	0.00921827076288652	0.0901369905892775	0.0112890183503072	0.822745124359870	0.00677907321307048	0.556122479354954	0.00599396832852195	1.03913286678065
 90	0.000153103587567963	0.0366343422738892	0.588712137792934	0.0122496282048765	0.108990639518776	0.0108963909009348	0.825644120133337	0.00887784314042581	0.579730202856105	0.00751108306522698	1.04631057277701
 91	-0.00128612033322695	0.0384269686536988	0.593700059518715	0.0114817274410827	0.109737115421647	0.00949468579836441	0.833128495401521	0.00857122203785516	0.542291844951150	0.00568023274238375	1.03286502577637
 92	0.000165483206274136	0.0392661721792915	0.576983360041782	0.00912876554149679	0.0784590832610277	0.00866449394846113	0.796880479004097	0.00778110978170540	0.583785555498244	0.00743519513900030	1.01984913009690
 93	0.00217336828895358	0.0373981181204515	0.582506515964390	0.00936160524340428	0.0760557024971702	0.0114453523303836	0.780056190476839	0.00880220554745529	0.559166748170453	0.00822383408654225	1.03173670210158
 94	-1.13783572273820e-05	0.0393563368218942	0.569480722574704	0.0105976583751922	0.0375326135442835	0.00806198295133086	0.783190140089850	0.00801208945372171	0.540380119205348	0.00552237179822455	1.01853786536408
 95	-0.000366492401482272	0.0379797680497200	0.574302746296826	0.0104439663607519	0.0744736678222533	0.0127096252638913	0.832931170978083	0.00575644749887635	0.604686936082725	0.00421124551080931	1.03382071709961
 96	0.00163328617215000	0.0405454603685203	0.568170516205236	0.0106501614843260	0.0591436611790503	0.00974097636950252	0.862414221982094	0.00574404156576212	0.601112160992075	0.00590566973366758	0.998491506641642
 97	-5.02239329302097e-05	0.0385087850381237	0.577993454887104	0.0106126086149765	0.119758903763888	0.00611279167954131	0.803802034155872	0.00659110105266840	0.555857561997426	0.00538894155797654	1.04618224484251
 98	-0.000731296728351679	0.0401814421946741	0.575356861184531	0.00889010454516629	0.0342714307803322	0.0114165971428172	0.810537490395357	0.00652104901323546	0.568472645378260	0.00793911402788495	1.03655678868127
 99	0.000906037089177244	0.0389588295058525	0.575071982580255	0.0113120220167194	0.0425742051371911	0.0105217861352934	0.833495076576696	0.00710980695542701	0.518077666543222	0.00626839165011193	1.04144508668247
 100	-2.91768405691023e-05	0.0363521591382221	0.575391833484424	0.00734786114131571	0.0623899045501948	0.00922819564184100	0.848013739776618	0.00538303776311997	0.524099512415315	0.00595545803289833	1.01530999720809
 101	0.00161864155486342	0.0415051971907636	0.582516716418864	0.00736759890897781	0.0165212471857723	0.00906074158390727	0.818540296148958	0.00689823338980963	0.565623037193820	0.00610354182328617	1.00184825046205
 102	-0.000445199987703912	0.0368049096611315	0.572915236699587	0.0104282826842850	0.0734107046466481	0.0112707030799400	0.821760756558879	0.00689294903658712	0.541272664167036	0.00453848054775366	1.02583677307929
 103	0.000269950152485367	0.0414386390779335	0.578368862292569	0.00864667434887675	0.0913159389372908	0.00875148626389169	0.851072118142931	0.00619328767427768	0.531430594719715	0.00687268240880694	1.02487973114221
 104	0.000552334381568954	0.0405139306219219	0.583561763702411	0.0102870934704370	0.0489574383760476	0.00891298839406967	0.816578930658531	0.00662823146843926	0.495742758471758	0.00515223597319226	1.10138960578338
 105	0.000269357870702630	0.0383424152869237	0.569409021390507	0.00870094850325294	0.0938499025192467	0.0129625856209339	0.819181677055940	0.00908194936353649	0.569066672390630	0.00638291380109762	1.06914329765509
 106	0.00133770676991570	0.0383293145425717	0.573607247608289	0.00921982141216980	0.0560149231561393	0.00892161223160305	0.833708632742090	0.00576009117983180	0.563199369294469	0.00575847281359920	0.964032109059918
 107	0.00132590027772529	0.0381363731257831	0.575201230628807	0.0102947292947010	0.105189727712553	0.00832252283905611	0.851208499832525	0.00786213720172449	0.562806272575212	0.00572926484017790	0.998831813703033
 108	0.000782900317940029	0.0388923737830696	0.585868813430084	0.00901177231506023	0.111039834586409	0.0107391965669411	0.837454305271464	0.00765402208360317	0.614281030924644	0.00526492296517939	1.05827792629599
 109	0.000838955659488692	0.0376702319818766	0.580822937836591	0.00702550251730554	0.0609768691784134	0.00954659199361032	0.816657412925880	0.00817192679569507	0.565744750749316	0.00561985111209101	1.04886556905034
 110	0.000649255864497443	0.0390247203506167	0.580946982872586	0.00759626218640108	0.0633020513527729	0.0115165825138060	0.818057604466555	0.00822778143906423	0.569456685199091	0.00575922151948789	1.02439940201798
 111	-0.000408061887722611	0.0402183746154128	0.574198336550228	0.0118655694856588	0.0745178410239737	0.0106817520582622	0.815368660462443	0.00586051056007745	0.553190332348543	0.00483091351314319	1.03658607224337
 112	0.00282715926010698	0.0388631380282900	0.584905278784585	0.00654459593754395	0.108628281744008	0.00739760507505348	0.817021859575208	0.00950380682901253	0.579837501066285	0.00681108366678411	0.964417223050971
 113	0.00219552851979917	0.0359897100880362	0.585762020353060	0.0106457907803115	0.0649137344249882	0.0112900731377788	0.785510653381465	0.00939410094610802	0.516354719422370	0.00244705784602505	1.10260992597091
 114	0.00110456517017551	0.0370110554777460	0.567696505707401	0.00993479830252378	0.0675765944573345	0.0126121914119226	0.851779681335362	0.00696797619646339	0.594057937028041	0.00890326218088142	1.05097627538606
 115	0.00187747686192710	0.0355413662485450	0.588936857736581	0.0118482786796427	0.0628977761126157	0.00987834539197671	0.781864593821960	0.00878150212418539	0.551073337652101	0.00891432760525717	1.02892917935733
 116	0.000139328560553138	0.0408384173685507	0.566725146586489	0.00999320500309317	0.0648904085804518	0.00911936333942277	0.808340021078259	0.00728480724227373	0.571829765814590	0.00489137608030230	1.09810807585633
 117	0.00105475321881511	0.0369617881231900	0.578457333238081	0.00884209390074030	0.0438294674342572	0.00743831760065045	0.807884908712575	0.00445588551863860	0.609336540968568	0.00847212585308856	1.02941871228609
 118	-0.00162734932081525	0.0379865267665589	0.583818072596145	0.0100681733761194	0.0539712512450023	0.00716762070050821	0.797993157705499	0.00657361462529363	0.569159068344133	0.00561027740460664	1.14665632230495
 119	-0.00155456120887523	0.0371282317431297	0.582928504015258	0.00999030522020922	0.0413039064628800	0.0103636526273933	0.788469044544773	0.0111464297610984	0.536932182642324	0.00719598212626959	1.05124407494545
 120	0.00200282832871249	0.0389940551252985	0.572714153615543	0.00923752730802176	0.0371331801954180	0.0114805781351525	0.816982000901888	0.00633864865447595	0.664076114751151	0.00544972401904385	1.07037290552684
 121	-0.00116268886593742	0.0403946913391760	0.570420460836709	0.00930532701659734	0.00448732990450007	0.0113214327890009	0.810071063200151	0.00803304887381088	0.560865970240502	0.00674503983103890	1.04232985613395
 122	0.00155087240983422	0.0377460289693020	0.571879478925496	0.00966089245469186	0.0978174307583926	0.00839150816698627	0.819629329255726	0.00757825574447439	0.516417467333162	0.00734560261349595	1.09615303695726
 123	0.00237399850253466	0.0376259360372898	0.581128073041185	0.0106330263354607	0.0838221086593351	0.00957561202322870	0.822262933773310	0.00567322364824816	0.545320310270397	0.00824259801149005	1.01848977942760
 124	0.00148216360777210	0.0407644270457070	0.577198895711926	0.00909985905799628	0.0788885018988392	0.0112038156278302	0.832227752514865	0.0106436721781394	0.546896242702084	0.00429944644985510	0.964278952990015
 125	0.000198171788629469	0.0398942763716806	0.583391380713379	0.00878226895335158	0.0987658219883571	0.0103516060337221	0.801673862598021	0.00931191322960761	0.577506096135155	0.00398561941465561	0.951622520308387
 126	-0.000345356503449308	0.0395678464335983	0.582305105907760	0.00853345935468626	0.0635406989490752	0.00765112026455335	0.786127958028661	0.00665039779162626	0.604477064894285	0.00538975141315441	1.07368195703649
 127	0.00131868357495370	0.0364563409037113	0.575240716160465	0.00955115810114954	0.0568588000262180	0.00907973089726534	0.800114962469394	0.00729393749178698	0.547739535235072	0.00723220001062963	1.11169989588064
 128	-0.000165062669919406	0.0394671282051146	0.579478282510472	0.00599254508461553	0.0221583305840554	0.00823778899317005	0.816448851374953	0.00731033437926308	0.547092905517119	0.00892901926418043	1.02068234378860
 129	0.00167524078764733	0.0380741604151079	0.567089498874737	0.0100248224110991	0.0567807927639341	0.0104307543662177	0.849161217399589	0.00493868211148440	0.560088431177663	0.00475734638114670	1.01848499158376
 130	0.00128047597764505	0.0380695317135830	0.578123639483954	0.00876064506562229	0.0931963884337077	0.0103028844639095	0.812094111716857	0.00641182250626113	0.499510871298958	0.00842595938460053	1.08828093756176
